order_id,customer_id,product_id,quantity,price,order_date,id,name,username,email,phone,website,street,suite,city,zipcode,geo_lat,geo_lng,catchPhrase,bs,temperature,weather_conditions
1855,3,13,4,22.39,2022-09-07,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
5062,10,35,7,58.42,2022-06-17,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
3654,8,40,5,93.4,2023-04-16,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
6837,3,15,4,80.06,2022-09-12,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
1790,5,30,3,71.28,2022-09-28,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
1976,1,27,3,86.04,2023-04-14,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
2857,8,46,4,19.93,2022-10-27,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
4705,7,23,3,21.73,2023-04-04,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
9307,2,3,10,81.04,2022-12-01,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
7972,7,30,10,83.7,2022-07-24,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
1492,3,1,2,92.75,2022-11-29,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
6858,6,32,5,73.85,2022-10-10,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
1127,7,12,7,25.34,2023-04-25,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
6320,10,43,8,44.96,2022-06-10,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
9528,4,16,7,25.12,2022-12-12,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
3139,5,1,6,37.99,2023-03-27,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
8118,2,36,8,98.15,2022-12-28,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
6314,7,34,10,81.36,2022-10-11,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
7004,5,1,8,12.96,2022-08-29,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
1651,8,18,7,95.79,2023-01-30,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
1493,10,16,4,29.64,2022-06-26,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
8805,1,45,8,61.76,2022-09-12,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
5313,7,11,6,38.73,2023-04-17,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
8012,4,26,5,31.83,2022-06-22,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
4273,4,35,10,69.5,2022-12-18,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
4970,10,14,10,75.2,2023-01-16,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
7118,5,25,1,76.14,2022-12-06,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
5307,5,3,7,51.98,2022-09-01,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
8310,5,37,10,79.35,2023-02-07,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
6643,6,34,5,16.68,2023-02-22,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
3405,2,30,5,87.77,2022-09-05,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
5967,2,42,3,73.77,2022-12-18,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
7567,10,35,8,79.39,2022-08-11,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
4272,6,49,10,39.29,2023-04-13,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
3130,3,43,7,85.9,2023-04-21,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
2188,3,3,6,87.32,2023-04-22,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
5147,8,10,10,67.05,2022-07-08,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
1285,7,27,10,76.87,2022-06-08,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
5778,4,40,3,22.61,2023-01-01,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
5894,6,21,7,89.17,2022-08-09,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
9721,9,27,7,59.21,2022-07-28,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
3888,2,8,3,11.49,2022-06-13,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
1084,10,17,6,32.93,2022-06-04,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
5389,6,8,4,92.49,2022-08-11,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
1010,2,1,6,31.79,2023-01-18,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
2734,2,17,8,77.01,2022-09-12,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
9586,2,26,3,66.24,2022-12-30,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
9726,2,13,7,22.88,2023-04-29,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
5463,3,10,1,33.89,2022-10-27,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
9365,2,40,2,72.42,2023-05-12,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
5481,1,9,1,94.97,2023-02-06,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
4331,7,49,2,70.39,2023-05-09,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
8077,2,20,8,58.43,2022-06-29,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
3472,10,24,10,53.63,2022-09-06,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
5566,1,23,3,83.81,2023-01-21,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
9980,8,41,2,47.0,2023-05-18,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
9520,10,37,8,44.14,2022-07-28,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
1896,5,42,4,40.66,2022-12-12,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
8163,4,46,6,43.49,2022-10-12,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
6589,1,4,7,85.52,2022-10-17,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
9871,9,26,4,53.45,2022-11-28,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
9450,10,34,7,27.41,2023-03-30,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
9652,10,24,10,72.25,2022-06-29,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
8507,1,35,4,35.8,2023-03-26,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
7350,8,17,1,34.59,2022-12-13,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
7760,8,38,6,15.15,2022-06-29,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
4226,3,47,6,44.61,2022-12-04,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
8261,10,36,5,92.04,2023-03-24,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
7622,8,45,3,50.85,2022-07-25,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
5476,5,40,4,37.82,2022-10-16,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
2032,10,10,1,71.2,2023-04-11,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
8154,5,18,7,61.47,2023-02-23,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
9415,4,26,5,57.87,2022-08-17,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
2190,5,5,1,89.76,2022-06-01,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
5226,9,23,6,70.42,2022-10-12,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
3319,10,31,4,80.46,2022-08-11,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
5728,5,25,6,70.41,2022-11-15,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
5977,3,19,6,18.67,2022-11-15,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
6386,5,11,4,64.17,2023-04-28,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
9213,8,2,9,45.0,2022-10-04,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
9495,5,40,1,50.55,2022-12-27,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
5700,8,37,1,91.96,2022-12-04,8,Abernathy Group,Maxime_Nienow,Sherwood@rosamond.me,586.493.6943 x140,jacynthe.com,Ellsworth Summit,Suite 729,Aliyaview,45169,-14.3990,-120.7677,Implemented secondary concept,e-enable extensible e-tailers,26.05,clear sky
1722,7,16,5,68.76,2022-07-28,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
1977,10,12,9,40.19,2022-12-27,10,Hoeger LLC,Moriah.Stanton,Rey.Padberg@karina.biz,024-648-3804,ambrose.net,Kattie Turnpike,Suite 198,Lebsackbury,31428-2261,-38.2386,57.2232,Centralized empowering task-force,target end-to-end models,18.36,overcast clouds
5476,9,23,7,69.2,2022-08-12,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
3847,2,29,5,52.7,2023-01-22,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
3524,5,48,1,60.63,2022-10-28,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
1744,7,50,1,20.19,2023-01-31,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
3026,7,26,6,33.45,2022-12-17,7,Johns Group,Elwyn.Skiles,Telly.Hoeger@billy.biz,210.067.6132,elvis.io,Rex Trail,Suite 280,Howemouth,58804-1099,24.8918,21.8984,Configurable multimedia task-force,generate enterprise e-tailers,17.83,clear sky
6225,6,15,1,98.59,2022-07-22,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
9762,1,47,8,17.26,2023-01-12,1,Romaguera-Crona,Bret,Sincere@april.biz,1-770-736-8031 x56442,hildegard.org,Kulas Light,Apt. 556,Gwenborough,92998-3874,-37.3159,81.1496,Multi-layered client-server neural-net,harness real-time e-markets,17.14,clear sky
9635,9,19,3,21.13,2022-10-17,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
6104,2,22,9,41.87,2023-04-23,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
2684,5,41,3,20.41,2022-09-19,5,Keebler LLC,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,User-centric fault-tolerant solution,revolutionize end-to-end systems,19.77,overcast clouds
6350,3,44,8,24.2,2023-01-28,3,Romaguera-Jacobson,Samantha,Nathan@yesenia.net,1-463-123-4447,ramiro.info,Douglas Extension,Suite 847,McKenziehaven,59590-4157,-68.6102,-47.0653,Face to face bifurcated interface,e-enable strategic applications,-6.47,few clouds
9420,2,1,4,11.07,2022-08-08,2,Deckow-Crist,Antonette,Shanna@melissa.tv,010-692-6593 x09125,anastasia.net,Victor Plains,Suite 879,Wisokyburgh,90566-7771,-43.9509,-34.4618,Proactive didactic contingency,synergize scalable supply-chains,14.71,overcast clouds
8171,9,42,3,45.86,2023-03-20,9,Yost and Sons,Delphine,Chaim_McDermott@dana.io,(775)976-6794 x41206,conrad.com,Dayna Park,Suite 449,Bartholomebury,76495-3109,24.6463,-168.8889,Switchable contextually-based project,aggregate real-time technologies,22.09,clear sky
1776,6,1,5,92.7,2022-07-23,6,Considine-Lockman,Leopoldo_Corkery,Karley_Dach@jasper.info,1-477-935-8478 x6430,ola.org,Norberto Crossing,Apt. 950,South Christy,23505-1337,-71.4197,71.7478,Synchronised bottom-line interface,e-enable innovative applications,-6.22,overcast clouds
7801,4,22,10,83.85,2023-04-09,4,Robel-Corkery,Karianne,Julianne.OConner@kory.org,493-170-9623 x156,kale.biz,Hoeger Mall,Apt. 692,South Elvis,53919-4257,29.4572,-164.2990,Multi-tiered zero tolerance productivity,transition cutting-edge web services,17.82,overcast clouds
